"Timeinfo","Level","Message","Distance","Relative Altitude","Absolute Altitude","Latitude","Longitude"
2023-09-13 02:31:21.122, [INFO],TAKEOFF,0.0165565,0.021,1192.153,40.888783,-119.086
2023-09-13 02:31:21.629, [INFO],TAKEOFF,0.0165566,0.025,1192.1571,40.888783,-119.086
2023-09-13 02:31:22.131, [INFO],TAKEOFF,0.0165773,0.022,1192.153,40.888783,-119.086
2023-09-13 02:31:22.634, [INFO],TAKEOFF,0.016571,0.023,1192.155,40.888783,-119.086
2023-09-13 02:31:23.136, [INFO],TAKEOFF,0.0165645,0.024,1192.156,40.888783,-119.086
2023-09-13 02:31:23.639, [INFO],TAKEOFF,0.0165745,0.026,1192.158,40.888783,-119.086
2023-09-13 02:31:24.141, [INFO],TAKEOFF,0.0165867,0.028,1192.16,40.888783,-119.086
2023-09-13 02:31:24.669, [INFO],TAKEOFF,0.0165758,0.032,1192.164,40.888783,-119.086
2023-09-13 02:31:25.172, [INFO],TAKEOFF,0.0165733,0.041,1192.173,40.888783,-119.086
2023-09-13 02:31:25.674, [INFO],TAKEOFF,0.0165797,0.043,1192.174,40.888783,-119.086
2023-09-13 02:31:26.176, [INFO],TAKEOFF,0.0165801,0.044,1192.175,40.888783,-119.086
2023-09-13 02:31:26.682, [INFO],TAKEOFF,0.0165907,0.0329999,1192.165,40.888783,-119.086
2023-09-13 02:31:27.188, [INFO],TAKEOFF,0.0165952,0.034,1192.166,40.888783,-119.086
2023-09-13 02:31:27.694, [INFO],TAKEOFF,0.0165826,0.032,1192.164,40.888783,-119.086
2023-09-13 02:31:28.197, [INFO],TAKEOFF,0.0165858,0.031,1192.163,40.888783,-119.086
2023-09-13 02:31:28.703, [INFO],TAKEOFF,0.0165912,0.0329999,1192.165,40.888783,-119.086
2023-09-13 02:31:29.207, [INFO],TAKEOFF,0.0165783,0.034,1192.166,40.888782,-119.086
2023-09-13 02:31:29.713, [INFO],TAKEOFF,0.016591,0.038,1192.17,40.888782,-119.086
2023-09-13 02:31:30.216, [INFO],TAKEOFF,0.01658,0.028,1192.16,40.888782,-119.086
2023-09-13 02:31:30.717, [INFO],TAKEOFF,0.016598,0.016,1192.148,40.888782,-119.086
2023-09-13 02:31:31.221, [INFO],TAKEOFF,0.0165832,0.01,1192.142,40.888782,-119.086
2023-09-13 02:31:31.725, [INFO],TAKEOFF,0.0165853,0.008,1192.139,40.888782,-119.086
2023-09-13 02:31:32.229, [INFO],TAKEOFF,0.0165893,0.008,1192.14,40.888782,-119.086
2023-09-13 02:31:32.733, [INFO],TAKEOFF,0.0165731,0.006,1192.138,40.888782,-119.086
2023-09-13 02:31:33.235, [INFO],TAKEOFF,0.016589,0.003,1192.135,40.888781,-119.086
2023-09-13 02:31:33.737, [INFO],TAKEOFF,0.0165857,-0.001,1192.13,40.888781,-119.086
2023-09-13 02:31:34.241, [INFO],TAKEOFF,0.0165869,-0.003,1192.128,40.888781,-119.086
2023-09-13 02:31:34.752, [INFO],TAKEOFF,0.0165951,-0.006,1192.125,40.888781,-119.086
2023-09-13 02:31:35.254, [INFO],TAKEOFF,0.0165781,-0.013,1192.118,40.888781,-119.086
2023-09-13 02:31:35.760, [INFO],TAKEOFF,0.0165941,-0.023,1192.108,40.888781,-119.086
2023-09-13 02:31:36.263, [INFO],TAKEOFF,0.0165837,-0.028,1192.103,40.888781,-119.086
2023-09-13 02:31:36.767, [INFO],TAKEOFF,0.0165889,-0.032,1192.0989,40.888781,-119.086
2023-09-13 02:31:37.273, [INFO],TAKEOFF,0.0165852,-0.032,1192.0989,40.888781,-119.086
2023-09-13 02:31:37.775, [INFO],TAKEOFF,0.0166016,-0.032,1192.098,40.88878,-119.086
2023-09-13 02:31:38.279, [INFO],TAKEOFF,0.0165843,-0.034,1192.097,40.88878,-119.086
2023-09-13 02:31:38.785, [INFO],TAKEOFF,0.0165978,-0.031,1192.1,40.88878,-119.086
2023-09-13 02:31:39.290, [INFO],TAKEOFF,0.0165875,-0.031,1192.1,40.88878,-119.086
2023-09-13 02:31:39.797, [INFO],TAKEOFF,0.016602,-0.032,1192.0989,40.88878,-119.086
2023-09-13 02:31:40.300, [INFO],TAKEOFF,0.0166123,-0.034,1192.097,40.88878,-119.086
2023-09-13 02:31:40.804, [INFO],TAKEOFF,0.0166019,-0.026,1192.1051,40.88878,-119.086
2023-09-13 02:31:41.308, [INFO],TAKEOFF,0.0166086,-0.019,1192.112,40.88878,-119.086
2023-09-13 02:31:41.810, [INFO],TAKEOFF,0.0166044,-0.017,1192.113,40.88878,-119.086
2023-09-13 02:31:42.313, [INFO],TAKEOFF,0.0166101,-0.023,1192.107,40.88878,-119.086
2023-09-13 02:31:42.815, [INFO],TAKEOFF,0.0166001,-0.027,1192.104,40.88878,-119.086
2023-09-13 02:31:43.319, [INFO],TAKEOFF,0.0166051,-0.027,1192.104,40.88878,-119.086
2023-09-13 02:31:43.822, [INFO],TAKEOFF,0.0166195,-0.025,1192.106,40.888781,-119.086
2023-09-13 02:31:44.326, [INFO],TAKEOFF,0.0166028,-0.022,1192.109,40.888781,-119.086
2023-09-13 02:31:44.838, [INFO],TAKEOFF,0.0166184,-0.023,1192.108,40.888781,-119.086
2023-09-13 02:31:45.340, [INFO],TAKEOFF,0.016603,-0.019,1192.112,40.888781,-119.086
2023-09-13 02:31:45.845, [INFO],TAKEOFF,0.0166088,-0.019,1192.112,40.888781,-119.086
2023-09-13 02:31:46.350, [INFO],TAKEOFF,0.0166165,-0.021,1192.1101,40.888781,-119.086
2023-09-13 02:31:46.857, [INFO],TAKEOFF,0.0166085,-0.022,1192.109,40.888781,-119.086
2023-09-13 02:31:47.362, [INFO],TAKEOFF,0.0166045,-0.016,1192.1151,40.888781,-119.086
2023-09-13 02:31:47.864, [INFO],TAKEOFF,0.0166109,-0.025,1192.106,40.88878,-119.086
2023-09-13 02:31:48.369, [INFO],TAKEOFF,0.0165978,-0.031,1192.1,40.88878,-119.086
2023-09-13 02:31:48.874, [INFO],TAKEOFF,0.0166107,-0.032,1192.0989,40.88878,-119.086
2023-09-13 02:31:49.376, [INFO],TAKEOFF,0.016604,-0.032,1192.0989,40.88878,-119.086
2023-09-13 02:31:49.887, [INFO],TAKEOFF,0.0166061,-0.036,1192.095,40.88878,-119.086
2023-09-13 02:31:50.393, [INFO],TAKEOFF,0.0166071,-0.038,1192.093,40.88878,-119.086
2023-09-13 02:31:50.895, [INFO],TAKEOFF,0.0166114,-0.043,1192.088,40.88878,-119.086
2023-09-13 02:31:51.399, [INFO],TAKEOFF,0.0166059,-0.045,1192.086,40.88878,-119.086
2023-09-13 02:31:51.902, [INFO],TAKEOFF,0.0166014,-0.038,1192.093,40.88878,-119.086
2023-09-13 02:31:52.407, [INFO],TAKEOFF,0.0166072,-0.039,1192.092,40.88878,-119.086
2023-09-13 02:31:52.910, [INFO],TAKEOFF,0.016625,-0.047,1192.0841,40.88878,-119.086
2023-09-13 02:31:53.413, [INFO],TAKEOFF,0.0166118,-0.048,1192.083,40.88878,-119.086
2023-09-13 02:31:53.916, [INFO],TAKEOFF,0.0221687,-0.049,1192.082,40.88878,-119.086
2023-09-13 02:31:54.418, [INFO],TAKEOFF,0.0166105,-0.049,1192.082,40.88878,-119.086
2023-09-13 02:31:54.927, [INFO],TAKEOFF,0.0166265,-0.052,1192.078,40.88878,-119.086
2023-09-13 02:31:55.431, [INFO],TAKEOFF,0.0166235,-0.057,1192.0729,40.88878,-119.086
2023-09-13 02:31:55.935, [INFO],TAKEOFF,0.0166301,-0.055,1192.076,40.88878,-119.086
2023-09-13 02:31:56.439, [INFO],TAKEOFF,0.0166369,-0.048,1192.083,40.88878,-119.086
2023-09-13 02:31:56.944, [INFO],TAKEOFF,0.0166208,-0.032999,1192.098,40.88878,-119.086
2023-09-13 02:31:57.448, [INFO],TAKEOFF,0.0166185,-0.027,1192.104,40.88878,-119.086
2023-09-13 02:31:57.951, [INFO],TAKEOFF,0.0166393,-0.032999,1192.098,40.88878,-119.086
2023-09-13 02:31:58.454, [INFO],TAKEOFF,0.0166238,-0.035,1192.096,40.88878,-119.086
2023-09-13 02:31:58.956, [INFO],TAKEOFF,0.0166287,-0.032999,1192.098,40.88878,-119.086
2023-09-13 02:31:59.458, [INFO],TAKEOFF,0.0166375,-0.047,1192.0841,40.88878,-119.086
2023-09-13 02:31:59.961, [INFO],TAKEOFF,0.0166316,-0.053,1192.077,40.88878,-119.086
2023-09-13 02:32:00.465, [INFO],TAKEOFF,0.0166376,-0.056,1192.075,40.88878,-119.086
2023-09-13 02:32:00.970, [INFO],TAKEOFF,0.0166332,-0.045,1192.086,40.88878,-119.086
2023-09-13 02:32:01.472, [INFO],TAKEOFF,0.0166434,-0.026,1192.1051,40.88878,-119.086
2023-09-13 02:32:01.975, [INFO],TAKEOFF,0.0166327,-0.013,1192.118,40.88878,-119.086
2023-09-13 02:32:02.479, [INFO],TAKEOFF,0.0166412,-0.011,1192.1201,40.88878,-119.086
2023-09-13 02:32:02.982, [INFO],TAKEOFF,0.0166509,-0.007,1192.124,40.888781,-119.086
2023-09-13 02:32:03.487, [INFO],TAKEOFF,0.0166435,-0.002,1192.129,40.888781,-119.086
2023-09-13 02:32:03.989, [INFO],TAKEOFF,0.0166457,0.002,1192.134,40.888781,-119.086
2023-09-13 02:32:04.492, [INFO],TAKEOFF,0.0166467,0.0,1192.13,40.888781,-119.086
2023-09-13 02:32:04.997, [INFO],TAKEOFF,0.016642,-0.001,1192.13,40.888781,-119.086
2023-09-13 02:32:05.499, [INFO],TAKEOFF,0.0166427,-0.006,1192.125,40.888781,-119.086
2023-09-13 02:32:06.1  , [INFO],TAKEOFF,0.0166501,0.002,1192.134,40.888781,-119.086
2023-09-13 02:32:06.507, [INFO],TAKEOFF,0.0166602,0.018,1192.15,40.88878,-119.086
2023-09-13 02:32:07.11 , [INFO],TAKEOFF,0.0166518,0.026,1192.158,40.88878,-119.086
2023-09-13 02:32:07.513, [INFO],TAKEOFF,0.0166657,0.021,1192.153,40.88878,-119.086
2023-09-13 02:32:08.16 , [INFO],TAKEOFF,0.0166697,0.014,1192.1459,40.88878,-119.086
2023-09-13 02:32:08.518, [INFO],TAKEOFF,0.0166565,0.007,1192.139,40.88878,-119.086
2023-09-13 02:32:09.22 , [INFO],TAKEOFF,0.0166703,0.008,1192.14,40.88878,-119.086
2023-09-13 02:32:09.526, [INFO],TAKEOFF,0.016661,0.012,1192.144,40.88878,-119.086
2023-09-13 02:32:10.33 , [INFO],TAKEOFF,0.0166801,0.01,1192.142,40.88878,-119.086
2023-09-13 02:32:10.535, [INFO],TAKEOFF,0.0166716,0.012,1192.144,40.88878,-119.086
2023-09-13 02:32:11.37 , [INFO],TAKEOFF,0.0166696,0.014,1192.1459,40.88878,-119.086
2023-09-13 02:32:11.540, [INFO],TAKEOFF,0.0166693,0.012,1192.144,40.88878,-119.086
2023-09-13 02:32:12.44 , [INFO],TAKEOFF,0.0166709,0.008,1192.14,40.88878,-119.086
2023-09-13 02:32:12.548, [INFO],TAKEOFF,0.0166885,0.001,1192.132,40.88878,-119.086
2023-09-13 02:32:13.52 , [INFO],TAKEOFF,0.016671,-0.005,1192.126,40.88878,-119.086
2023-09-13 02:32:13.554, [INFO],TAKEOFF,0.0166719,-0.006,1192.125,40.88878,-119.086
2023-09-13 02:32:14.57 , [INFO],TAKEOFF,0.0166872,-0.013,1192.118,40.88878,-119.086
2023-09-13 02:32:14.560, [INFO],TAKEOFF,0.0166766,-0.015,1192.116,40.88878,-119.086
2023-09-13 02:32:15.67 , [INFO],TAKEOFF,0.0166866,-0.019,1192.112,40.88878,-119.086
2023-09-13 02:32:15.570, [INFO],TAKEOFF,0.0166653,-0.025,1192.106,40.88878,-119.086
2023-09-13 02:32:16.72 , [INFO],TAKEOFF,0.0166767,-0.023,1192.108,40.88878,-119.086
2023-09-13 02:32:16.575, [INFO],TAKEOFF,0.0166724,-0.024,1192.107,40.88878,-119.086
2023-09-13 02:32:17.78 , [INFO],TAKEOFF,0.0166703,-0.022,1192.109,40.88878,-119.086
2023-09-13 02:32:17.585, [INFO],TAKEOFF,0.0166824,-0.024,1192.107,40.88878,-119.086
2023-09-13 02:32:18.89 , [INFO],TAKEOFF,0.016667,-0.031,1192.1,40.88878,-119.086
2023-09-13 02:32:18.594, [INFO],TAKEOFF,0.0166596,-0.028,1192.103,40.88878,-119.086
2023-09-13 02:32:19.96 , [INFO],TAKEOFF,0.0166847,-0.042,1192.0891,40.88878,-119.086
2023-09-13 02:32:19.601, [INFO],TAKEOFF,0.0166848,-0.055,1192.076,40.88878,-119.086
2023-09-13 02:32:20.110, [INFO],TAKEOFF,0.01668,-0.055,1192.075,40.88878,-119.086
2023-09-13 02:32:20.613, [INFO],TAKEOFF,0.0166826,-0.059,1192.072,40.88878,-119.086
2023-09-13 02:32:21.115, [INFO],TAKEOFF,0.016675,-0.058,1192.0729,40.88878,-119.086
2023-09-13 02:32:21.619, [INFO],TAKEOFF,0.016682,-0.063,1192.0681,40.88878,-119.086
2023-09-13 02:32:22.123, [INFO],TAKEOFF,0.0166725,-0.068,1192.062,40.88878,-119.086
2023-09-13 02:32:22.627, [INFO],TAKEOFF,0.0166855,-0.071,1192.06,40.88878,-119.086
2023-09-13 02:32:23.131, [INFO],TAKEOFF,0.0166894,-0.078,1192.0531,40.88878,-119.086
2023-09-13 02:32:23.633, [INFO],TAKEOFF,0.0166804,-0.079,1192.052,40.888781,-119.086
2023-09-13 02:32:24.136, [INFO],TAKEOFF,0.01669,-0.076,1192.054,40.888781,-119.086
2023-09-13 02:32:24.638, [INFO],TAKEOFF,0.0166739,-0.075,1192.056,40.888781,-119.086
2023-09-13 02:32:25.148, [INFO],TAKEOFF,0.0166775,-0.076,1192.055,40.888781,-119.086
2023-09-13 02:32:25.651, [INFO],TAKEOFF,0.016677,-0.083,1192.048,40.888781,-119.086
2023-09-13 02:32:26.153, [INFO],TAKEOFF,0.0166744,-0.082,1192.049,40.888781,-119.086
2023-09-13 02:32:26.656, [INFO],TAKEOFF,0.0166729,-0.077,1192.054,40.888781,-119.086
2023-09-13 02:32:27.159, [INFO],TAKEOFF,0.0166671,-0.076,1192.054,40.888781,-119.086
2023-09-13 02:32:27.662, [INFO],TAKEOFF,0.0166653,-0.069,1192.062,40.888781,-119.086
2023-09-13 02:32:28.166, [INFO],TAKEOFF,0.0166835,-0.056,1192.074,40.888782,-119.086
2023-09-13 02:32:28.669, [INFO],TAKEOFF,0.016673,-0.048,1192.082,40.888782,-119.086
2023-09-13 02:32:29.171, [INFO],TAKEOFF,0.0166685,-0.037,1192.0941,40.888782,-119.086
2023-09-13 02:32:29.675, [INFO],TAKEOFF,0.0166698,-0.026,1192.104,40.888782,-119.086
2023-09-13 02:32:30.185, [INFO],TAKEOFF,0.016661,-0.025,1192.106,40.888782,-119.086
2023-09-13 02:32:30.689, [INFO],TAKEOFF,0.0166662,-0.028,1192.102,40.888782,-119.086
2023-09-13 02:32:31.192, [INFO],TAKEOFF,0.0166746,-0.017,1192.113,40.888782,-119.086
2023-09-13 02:32:31.693, [INFO],TAKEOFF,0.0166668,-0.007,1192.124,40.888782,-119.086
2023-09-13 02:32:32.196, [INFO],TAKEOFF,0.0166773,-0.002,1192.129,40.888782,-119.086
2023-09-13 02:32:32.700, [INFO],TAKEOFF,0.0166668,-0.007,1192.124,40.888783,-119.086
2023-09-13 02:32:33.204, [INFO],TAKEOFF,0.0166771,-0.014,1192.117,40.888783,-119.086
2023-09-13 02:32:33.706, [INFO],TAKEOFF,0.016684,-0.016,1192.1151,40.888783,-119.086
2023-09-13 02:32:34.211, [INFO],TAKEOFF,0.0166716,-0.022,1192.109,40.888783,-119.086
2023-09-13 02:32:34.713, [INFO],TAKEOFF,0.0166881,-0.025,1192.1051,40.888783,-119.086
2023-09-13 02:32:35.218, [INFO],TAKEOFF,0.0166771,-0.029,1192.102,40.888783,-119.086
2023-09-13 02:32:35.723, [INFO],TAKEOFF,0.0166842,-0.032,1192.098,40.888783,-119.086
2023-09-13 02:32:36.225, [INFO],TAKEOFF,0.0166898,-0.031,1192.1,40.888783,-119.086
2023-09-13 02:32:36.728, [INFO],TAKEOFF,0.0166822,-0.039,1192.092,40.888784,-119.086
2023-09-13 02:32:37.230, [INFO],TAKEOFF,0.0166795,-0.039,1192.092,40.888784,-119.086
2023-09-13 02:32:37.733, [INFO],TAKEOFF,0.0167007,-0.032,1192.0989,40.888784,-119.086
2023-09-13 02:32:38.236, [INFO],TAKEOFF,0.0166984,-0.035,1192.095,40.888784,-119.086
2023-09-13 02:32:38.741, [INFO],TAKEOFF,0.0166927,-0.043,1192.088,40.888784,-119.086
2023-09-13 02:32:39.245, [INFO],TAKEOFF,0.0167057,-0.051,1192.08,40.888784,-119.086
2023-09-13 02:32:39.749, [INFO],TAKEOFF,0.0167003,-0.067,1192.064,40.888785,-119.086
2023-09-13 02:32:40.259, [INFO],TAKEOFF,0.0167049,-0.083,1192.048,40.888785,-119.086
2023-09-13 02:32:40.764, [INFO],TAKEOFF,0.0167041,-0.095,1192.035,40.888785,-119.086
2023-09-13 02:32:41.267, [INFO],TAKEOFF,0.0166951,-0.093,1192.038,40.888785,-119.086
2023-09-13 02:32:41.769, [INFO],TAKEOFF,0.0167056,-0.084,1192.0469,40.888785,-119.086
2023-09-13 02:32:42.271, [INFO],TAKEOFF,0.0166942,-0.073,1192.0581,40.888785,-119.086
2023-09-13 02:32:42.775, [INFO],TAKEOFF,0.0167008,-0.067,1192.0631,40.888785,-119.086
2023-09-13 02:32:43.282, [INFO],TAKEOFF,0.0166978,-0.068,1192.0631,40.888786,-119.086
2023-09-13 02:32:43.786, [INFO],POSCTL,0.0168028,-0.074,1192.057,40.888786,-119.086
2023-09-13 02:32:44.288, [INFO],POSCTL,0.0167917,-0.081,1192.05,40.888786,-119.086
2023-09-13 02:32:44.791, [INFO],POSCTL,0.0168045,-0.076,1192.055,40.888786,-119.086
2023-09-13 02:32:45.299, [INFO],POSCTL,0.0167996,-0.069,1192.062,40.888786,-119.086
2023-09-13 02:32:45.803, [INFO],POSCTL,0.0168005,-0.063,1192.0681,40.888786,-119.086
2023-09-13 02:32:46.307, [INFO],POSCTL,0.016801,-0.068,1192.0631,40.888786,-119.086
2023-09-13 02:32:46.812, [INFO],POSCTL,0.0168024,-0.062,1192.069,40.888786,-119.086
2023-09-13 02:32:47.317, [INFO],POSCTL,0.0168032,-0.056,1192.075,40.888787,-119.086
2023-09-13 02:32:47.822, [INFO],POSCTL,0.0168081,-0.053,1192.078,40.888787,-119.086
2023-09-13 02:32:48.325, [INFO],POSCTL,0.0168074,-0.045,1192.086,40.888787,-119.086
2023-09-13 02:32:48.830, [INFO],POSCTL,0.0168068,-0.03,1192.1,40.888787,-119.086
2023-09-13 02:32:49.332, [INFO],POSCTL,0.0168106,-0.024,1192.107,40.888787,-119.086
2023-09-13 02:32:49.835, [INFO],POSCTL,0.0168137,-0.004,1192.104,40.888787,-119.086
2023-09-13 02:32:50.347, [INFO],POSCTL,0.0168177,-0.001,1192.106,40.888787,-119.086
2023-09-13 02:32:50.849, [INFO],POSCTL,0.0168187,0.001,1192.1101,40.888787,-119.086
2023-09-13 02:32:51.352, [INFO],POSCTL,0.016824,-0.001,1192.106,40.888788,-119.086
2023-09-13 02:32:51.855, [INFO],POSCTL,0.0168248,-0.003,1192.1051,40.888788,-119.086
2023-09-13 02:32:52.357, [INFO],POSCTL,0.0168291,-0.009,1192.098,40.888788,-119.086
2023-09-13 02:32:52.860, [INFO],POSCTL,0.0168302,-0.011,1192.096,40.888788,-119.086
2023-09-13 02:32:53.364, [INFO],POSCTL,0.0168306,-0.019,1192.0891,40.888788,-119.086
2023-09-13 02:32:53.867, [INFO],POSCTL,0.0168378,-0.029,1192.0791,40.888788,-119.086
2023-09-13 02:32:54.372, [INFO],POSCTL,0.0168409,-0.042,1192.066,40.888788,-119.086
2023-09-13 02:32:54.878, [INFO],POSCTL,0.016842,-0.042,1192.065,40.888788,-119.086
2023-09-13 02:32:55.387, [INFO],POSCTL,0.0168399,-0.037,1192.071,40.888788,-119.086
2023-09-13 02:32:55.891, [INFO],POSCTL,0.0168369,-0.032,1192.076,40.888788,-119.086
2023-09-13 02:32:56.393, [INFO],POSCTL,0.0168403,-0.029,1192.0791,40.888788,-119.086
2023-09-13 02:32:56.896, [INFO],POSCTL,0.016845,-0.035,1192.0729,40.888788,-119.086
2023-09-13 02:32:57.399, [INFO],POSCTL,0.0112315,-0.038,1192.07,40.888789,-119.086
2023-09-13 02:32:57.905, [INFO],POSCTL,0.0168476,-0.031,1192.076,40.888789,-119.086
2023-09-13 02:32:58.408, [INFO],POSCTL,0.016849,-0.028,1192.08,40.888789,-119.086
2023-09-13 02:32:58.910, [INFO],POSCTL,0.0168524,-0.034,1192.074,40.888789,-119.086
2023-09-13 02:32:59.413, [INFO],POSCTL,0.0168492,-0.043,1192.065,40.888789,-119.086
2023-09-13 02:32:59.915, [INFO],POSCTL,0.0112323,-0.048,1192.059,40.888789,-119.086
2023-09-13 02:33:00.424, [INFO],POSCTL,0.0168452,-0.052,1192.055,40.888789,-119.086
2023-09-13 02:33:00.927, [INFO],POSCTL,0.0168502,-0.051,1192.057,40.888789,-119.086
2023-09-13 02:33:01.429, [INFO],POSCTL,0.0168511,-0.041,1192.066,40.888789,-119.086
2023-09-13 02:33:01.932, [INFO],POSCTL,0.0168524,-0.032,1192.075,40.888789,-119.086
2023-09-13 02:33:02.437, [INFO],POSCTL,0.0168567,-0.034,1192.074,40.888789,-119.086
2023-09-13 02:33:02.941, [INFO],POSCTL,0.016862,-0.049,1192.059,40.888789,-119.086
2023-09-13 02:33:03.443, [INFO],POSCTL,0.0168611,-0.065,1192.0421,40.888789,-119.086
2023-09-13 02:33:03.946, [INFO],POSCTL,0.0112392,-0.071,1192.0371,40.88879,-119.086
2023-09-13 02:33:04.449, [INFO],POSCTL,0.0112365,-0.053,1192.055,40.88879,-119.086
2023-09-13 02:33:04.951, [INFO],POSCTL,0.0168499,-0.031,1192.077,40.88879,-119.086
2023-09-13 02:33:05.453, [INFO],POSCTL,0.0168436,-0.013,1192.095,40.88879,-119.086
2023-09-13 02:33:05.956, [INFO],POSCTL,0.0168457,0.0,1192.109,40.88879,-119.086
2023-09-13 02:33:06.459, [INFO],POSCTL,0.0112297,0.008,1192.117,40.88879,-119.086
2023-09-13 02:33:06.961, [INFO],POSCTL,0.0168473,0.015,1192.124,40.88879,-119.086
2023-09-13 02:33:07.463, [INFO],POSCTL,0.0168534,0.018,1192.127,40.88879,-119.086
2023-09-13 02:33:07.966, [INFO],POSCTL,0.016855,0.018,1192.127,40.88879,-119.086
2023-09-13 02:33:08.468, [INFO],POSCTL,0.0168575,0.024,1192.133,40.888791,-119.086
2023-09-13 02:33:08.972, [INFO],POSCTL,0.0112405,0.032,1192.1411,40.888791,-119.086
2023-09-13 02:33:09.475, [INFO],POSCTL,0.0112416,0.039,1192.148,40.888791,-119.086
2023-09-13 02:33:09.979, [INFO],POSCTL,0.0112401,0.045,1192.153,40.888791,-119.086
2023-09-13 02:33:10.487, [INFO],POSCTL,0.0112411,0.051,1192.159,40.888791,-119.086
2023-09-13 02:33:10.989, [INFO],POSCTL,0.0112387,0.058,1192.1671,40.888791,-119.086
2023-09-13 02:33:11.492, [INFO],POSCTL,0.0112384,0.065,1192.173,40.888791,-119.086
2023-09-13 02:33:11.996, [INFO],POSCTL,0.0112388,0.07,1192.179,40.888791,-119.086
2023-09-13 02:33:12.499, [INFO],POSCTL,0.0112397,0.084,1192.192,40.888791,-119.086
2023-09-13 02:33:13.3  , [INFO],POSCTL,0.0112407,0.089,1192.1979,40.888791,-119.086
2023-09-13 02:33:13.506, [INFO],POSCTL,0.0112439,0.083,1192.191,40.888791,-119.086
2023-09-13 02:33:14.9  , [INFO],POSCTL,0.0112447,0.081,1192.19,40.888791,-119.086
2023-09-13 02:33:14.511, [INFO],POSCTL,0.0112438,0.083,1192.192,40.888791,-119.086
2023-09-13 02:33:15.15 , [INFO],POSCTL,0.0112449,0.084,1192.1931,40.888791,-119.086
2023-09-13 02:33:15.522, [INFO],POSCTL,0.0112445,0.077,1192.186,40.888791,-119.086
2023-09-13 02:33:16.26 , [INFO],POSCTL,0.0112436,0.0659999,1192.175,40.888791,-119.086
2023-09-13 02:33:16.528, [INFO],POSCTL,0.011244,0.067,1192.176,40.888791,-119.086
2023-09-13 02:33:17.30 , [INFO],POSCTL,0.0112452,0.075,1192.184,40.888791,-119.086
2023-09-13 02:33:17.532, [INFO],POSCTL,0.0112454,0.086,1192.195,40.888791,-119.086
2023-09-13 02:33:18.37 , [INFO],POSCTL,0.0112472,0.099,1192.208,40.888792,-119.086
2023-09-13 02:33:18.540, [INFO],POSCTL,0.0112465,0.114,1192.222,40.888792,-119.086
2023-09-13 02:33:19.44 , [INFO],POSCTL,0.0112467,0.127,1192.236,40.888792,-119.086
2023-09-13 02:33:19.546, [INFO],POSCTL,0.0112476,0.141,1192.25,40.888792,-119.086
2023-09-13 02:33:20.51 , [INFO],POSCTL,0.0112471,0.1469999,1192.2561,40.888792,-119.086
2023-09-13 02:33:20.558, [INFO],POSCTL,0.0112499,0.146,1192.254,40.888792,-119.086
2023-09-13 02:33:21.61 , [INFO],POSCTL,0.0112483,0.1469999,1192.2561,40.888792,-119.086
2023-09-13 02:33:21.563, [INFO],POSCTL,0.0112483,0.153,1192.2611,40.888792,-119.086
2023-09-13 02:33:22.65 , [INFO],POSCTL,0.0112469,0.164,1192.273,40.888792,-119.086
2023-09-13 02:33:22.567, [INFO],POSCTL,0.0112487,0.171,1192.279,40.888792,-119.086
2023-09-13 02:33:23.70 , [INFO],POSCTL,0.0112503,0.163,1192.272,40.888792,-119.086
2023-09-13 02:33:23.581, [INFO],POSCTL,0.01125,0.162,1192.2709,40.888792,-119.086
2023-09-13 02:33:24.83 , [INFO],POSCTL,0.0112511,0.167,1192.276,40.888792,-119.086
2023-09-13 02:33:24.587, [INFO],POSCTL,0.011249,0.166,1192.274,40.888792,-119.086
2023-09-13 02:33:25.89 , [INFO],POSCTL,0.0112531,0.164,1192.273,40.888792,-119.086
2023-09-13 02:33:25.617, [INFO],POSCTL,0.011254,0.153,1192.262,40.888792,-119.086
2023-09-13 02:33:26.119, [INFO],POSCTL,0.0112546,0.149,1192.257,40.888793,-119.086
2023-09-13 02:33:26.624, [INFO],POSCTL,0.0112545,0.148,1192.257,40.888793,-119.086
2023-09-13 02:33:27.126, [INFO],POSCTL,0.0112531,0.152,1192.26,40.888793,-119.086
2023-09-13 02:33:27.629, [INFO],POSCTL,0.0112512,0.153,1192.262,40.888793,-119.086
2023-09-13 02:33:28.132, [INFO],POSCTL,0.0112486,-0.002,1192.259,40.888793,-119.086
2023-09-13 02:33:28.637, [INFO],POSCTL,0.0112498,-0.01,1192.252,40.888793,-119.086
2023-09-13 02:33:29.140, [INFO],POSCTL,0.0112497,-0.007,1192.254,40.888793,-119.086
2023-09-13 02:33:29.642, [INFO],POSCTL,0.0112508,-0.006,1192.255,40.888793,-119.086
2023-09-13 02:33:30.145, [INFO],POSCTL,0.011251,-0.007,1192.254,40.888793,-119.086
2023-09-13 02:33:30.654, [INFO],POSCTL,0.0112512,-0.009,1192.253,40.888793,-119.086
2023-09-13 02:33:31.158, [INFO],POSCTL,0.0112539,-0.013,1192.248,40.888793,-119.086
2023-09-13 02:33:31.660, [INFO],POSCTL,0.0112533,-0.013,1192.248,40.888793,-119.086
2023-09-13 02:33:32.163, [INFO],POSCTL,0.0112512,-0.014,1192.247,40.888793,-119.086
2023-09-13 02:33:32.665, [INFO],POSCTL,0.0112509,-0.016,1192.2451,40.888793,-119.086
