"Timeinfo","Level","Message","Light","Pressure","Disp Pressure","Light Counter","Pressure Counter"
2023-09-14 02:33:16.839, [INFO],Judge Storage:L,864,0,0,0,0
2023-09-14 02:33:17.20 , [INFO],Still Outside
2023-09-14 02:33:17.582, [INFO],Still Outside
2023-09-14 02:33:17.842, [INFO],Judge Storage:L,865,0,0,0,0
2023-09-14 02:33:18.145, [INFO],Still Outside
2023-09-14 02:33:18.708, [INFO],Still Outside
2023-09-14 02:33:18.845, [INFO],Judge Storage:L,864,0,0,0,0
2023-09-14 02:33:19.270, [INFO],Still Outside
2023-09-14 02:33:19.833, [INFO],Still Outside
2023-09-14 02:33:19.846, [INFO],Judge Storage:L,845,0,0,0,0
2023-09-14 02:33:20.396, [INFO],Still Outside
2023-09-14 02:33:20.849, [INFO],Judge Storage:L,827,0,0,0,0
2023-09-14 02:33:20.966, [INFO],Still Outside
2023-09-14 02:33:21.529, [INFO],Still Outside
2023-09-14 02:33:21.851, [INFO],Judge Storage:L,835,0,0,0,0
2023-09-14 02:33:22.91 , [INFO],Still Outside
2023-09-14 02:33:22.654, [INFO],Still Outside
2023-09-14 02:33:22.854, [INFO],Judge Storage:L,837,0,0,0,0
2023-09-14 02:33:23.216, [INFO],Still Outside
2023-09-14 02:33:23.779, [INFO],Still Outside
2023-09-14 02:33:23.857, [INFO],Judge Storage:L,835,0,0,0,0
2023-09-14 02:33:24.342, [INFO],Still Outside
2023-09-14 02:33:24.859, [INFO],Judge Storage:L,827,0,0,0,0
2023-09-14 02:33:24.904, [INFO],Still Outside
2023-09-14 02:33:25.467, [INFO],Still Outside
2023-09-14 02:33:25.862, [INFO],Judge Storage:L,848,0,0,0,0
2023-09-14 02:33:26.37 , [INFO],Still Outside
2023-09-14 02:33:26.600, [INFO],Still Outside
2023-09-14 02:33:26.865, [INFO],Judge Storage:L,838,0,0,0,0
2023-09-14 02:33:27.163, [INFO],Still Outside
2023-09-14 02:33:27.725, [INFO],Still Outside
2023-09-14 02:33:27.867, [INFO],Judge Storage:L,745,0,0,0,0
2023-09-14 02:33:28.288, [INFO],Still Outside
2023-09-14 02:33:28.851, [INFO],Still Outside
2023-09-14 02:33:28.870, [INFO],Judge Storage:L,764,0,0,0,0
2023-09-14 02:33:29.413, [INFO],Still Outside
2023-09-14 02:33:29.872, [INFO],Judge Storage:L,835,0,0,0,0
2023-09-14 02:33:29.976, [INFO],Still Outside
2023-09-14 02:33:30.539, [INFO],Still Outside
2023-09-14 02:33:30.875, [INFO],Judge Storage:L,840,0,0,0,0
2023-09-14 02:33:31.108, [INFO],Still Outside
2023-09-14 02:33:31.670, [INFO],Still Outside
2023-09-14 02:33:31.877, [INFO],Judge Storage:L,807,0,0,0,0
2023-09-14 02:33:32.233, [INFO],Still Outside
2023-09-14 02:33:32.796, [INFO],Still Outside
2023-09-14 02:33:32.880, [INFO],Judge Storage:L,818,0,0,0,0
2023-09-14 02:33:33.359, [INFO],Still Outside
2023-09-14 02:33:33.883, [INFO],Judge Storage:L,866,0,0,0,0
2023-09-14 02:33:33.921, [INFO],Still Outside
2023-09-14 02:33:34.484, [INFO],Still Outside
2023-09-14 02:33:34.885, [INFO],Judge Storage:L,879,0,0,0,0
2023-09-14 02:33:35.47 , [INFO],Still Outside
2023-09-14 02:33:35.609, [INFO],Still Outside
2023-09-14 02:33:35.888, [INFO],Judge Storage:L,865,0,0,0,0
2023-09-14 02:33:36.177, [INFO],Still Outside
2023-09-14 02:33:36.740, [INFO],Still Outside
2023-09-14 02:33:36.890, [INFO],Judge Storage:L,862,0,0,0,0
2023-09-14 02:33:37.302, [INFO],Still Outside
2023-09-14 02:33:37.865, [INFO],Still Outside
2023-09-14 02:33:37.893, [INFO],Judge Storage:L,888,0,0,0,0
2023-09-14 02:33:38.428, [INFO],Still Outside
2023-09-14 02:33:38.895, [INFO],Judge Storage:L,884,0,0,0,0
2023-09-14 02:33:38.991, [INFO],Still Outside
2023-09-14 02:33:39.553, [INFO],Still Outside
2023-09-14 02:33:39.898, [INFO],Judge Storage:L,844,0,0,0,0
2023-09-14 02:33:40.116, [INFO],Still Outside
2023-09-14 02:33:40.679, [INFO],Still Outside
2023-09-14 02:33:40.901, [INFO],Judge Storage:L,852,0,0,0,0
2023-09-14 02:33:41.246, [INFO],Still Outside
2023-09-14 02:33:41.808, [INFO],Still Outside
2023-09-14 02:33:41.903, [INFO],Judge Storage:L,873,0,0,0,0
2023-09-14 02:33:42.371, [INFO],Still Outside
2023-09-14 02:33:42.906, [INFO],Judge Storage:L,878,0,0,0,0
2023-09-14 02:33:42.934, [INFO],Still Outside
2023-09-14 02:33:43.496, [INFO],Still Outside
2023-09-14 02:33:43.908, [INFO],Judge Storage:L,879,0,0,0,0
2023-09-14 02:33:44.59 , [INFO],Still Outside
2023-09-14 02:33:44.622, [INFO],Still Outside
2023-09-14 02:33:44.911, [INFO],Judge Storage:L,902,0,0,0,0
2023-09-14 02:33:45.184, [INFO],Still Outside
2023-09-14 02:33:45.747, [INFO],Still Outside
2023-09-14 02:33:45.913, [INFO],Judge Storage:L,898,0,0,0,0
2023-09-14 02:33:46.314, [INFO],Still Outside
2023-09-14 02:33:46.877, [INFO],Still Outside
2023-09-14 02:33:46.916, [INFO],Judge Storage:L,887,0,0,0,0
2023-09-14 02:33:47.442, [INFO],Still Outside
2023-09-14 02:33:47.921, [INFO],Judge Storage:L,890,0,0,0,0
2023-09-14 02:33:48.8  , [INFO],Still Outside
2023-09-14 02:33:48.574, [INFO],Still Outside
2023-09-14 02:33:48.926, [INFO],Judge Storage:L,866,0,0,0,0
2023-09-14 02:33:49.143, [INFO],Still Outside
2023-09-14 02:33:49.707, [INFO],Still Outside
2023-09-14 02:33:49.930, [INFO],Judge Storage:L,844,0,0,0,0
2023-09-14 02:33:50.273, [INFO],Still Outside
2023-09-14 02:33:50.839, [INFO],Still Outside
2023-09-14 02:33:50.933, [INFO],Judge Storage:L,826,0,0,0,0
2023-09-14 02:33:51.404, [INFO],Still Outside
2023-09-14 02:33:51.936, [INFO],Judge Storage:L,816,0,0,0,0
2023-09-14 02:33:51.972, [INFO],Still Outside
2023-09-14 02:33:52.538, [INFO],Still Outside
2023-09-14 02:33:52.938, [INFO],Judge Storage:L,805,0,0,0,0
2023-09-14 02:33:53.103, [INFO],Still Outside
2023-09-14 02:33:53.669, [INFO],Still Outside
2023-09-14 02:33:53.945, [INFO],Judge Storage:L,808,0,0,0,0
2023-09-14 02:33:54.235, [INFO],Still Outside
2023-09-14 02:33:54.802, [INFO],Still Outside
2023-09-14 02:33:54.947, [INFO],Judge Storage:L,815,0,0,0,0
2023-09-14 02:33:55.370, [INFO],Still Outside
2023-09-14 02:33:55.940, [INFO],Still Outside
2023-09-14 02:33:55.953, [INFO],Judge Storage:L,822,0,0,0,0
2023-09-14 02:33:56.509, [INFO],Still Outside
2023-09-14 02:33:56.957, [INFO],Judge Storage:L,834,0,0,0,0
2023-09-14 02:33:57.75 , [INFO],Still Outside
2023-09-14 02:33:57.644, [INFO],Still Outside
2023-09-14 02:33:57.962, [INFO],Judge Storage:L,849,0,0,0,0
2023-09-14 02:33:58.208, [INFO],Still Outside
2023-09-14 02:33:58.772, [INFO],Still Outside
2023-09-14 02:33:58.966, [INFO],Judge Storage:L,852,0,0,0,0
2023-09-14 02:33:59.337, [INFO],Still Outside
2023-09-14 02:33:59.902, [INFO],Still Outside
2023-09-14 02:33:59.969, [INFO],Judge Storage:L,883,0,0,0,0
2023-09-14 02:34:00.468, [INFO],Still Outside
2023-09-14 02:34:00.973, [INFO],Judge Storage:L,880,0,0,0,0
2023-09-14 02:34:01.35 , [INFO],Still Outside
2023-09-14 02:34:01.601, [INFO],Still Outside
2023-09-14 02:34:01.982, [INFO],Judge Storage:L,880,0,0,0,0
2023-09-14 02:34:02.165, [INFO],Still Outside
2023-09-14 02:34:02.730, [INFO],Still Outside
2023-09-14 02:34:02.985, [INFO],Judge Storage:L,873,0,0,0,0
2023-09-14 02:34:03.294, [INFO],Still Outside
2023-09-14 02:34:03.858, [INFO],Still Outside
2023-09-14 02:34:03.988, [INFO],Judge Storage:L,843,0,0,0,0
2023-09-14 02:34:04.422, [INFO],Still Outside
2023-09-14 02:34:04.987, [INFO],Still Outside
2023-09-14 02:34:04.991, [INFO],Judge Storage:L,884,0,0,0,0
2023-09-14 02:34:05.551, [INFO],Still Outside
2023-09-14 02:34:05.993, [INFO],Judge Storage:L,889,0,0,0,0
2023-09-14 02:34:06.114, [INFO],Still Outside
2023-09-14 02:34:06.679, [INFO],Still Outside
2023-09-14 02:34:07.2  , [INFO],Judge Storage:L,836,0,0,0,0
2023-09-14 02:34:07.242, [INFO],Still Outside
2023-09-14 02:34:07.806, [INFO],Still Outside
2023-09-14 02:34:08.6  , [INFO],Judge Storage:L,864,0,0,0,0
2023-09-14 02:34:08.369, [INFO],Still Outside
2023-09-14 02:34:08.933, [INFO],Still Outside
2023-09-14 02:34:09.9  , [INFO],Judge Storage:L,890,0,0,0,0
2023-09-14 02:34:09.498, [INFO],Still Outside
2023-09-14 02:34:10.12 , [INFO],Judge Storage:L,866,0,0,0,0
2023-09-14 02:34:10.62 , [INFO],Still Outside
2023-09-14 02:34:10.626, [INFO],Still Outside
2023-09-14 02:34:11.15 , [INFO],Judge Storage:L,865,0,0,0,0
2023-09-14 02:34:11.189, [INFO],Still Outside
2023-09-14 02:34:11.753, [INFO],Still Outside
2023-09-14 02:34:12.20 , [INFO],Judge Storage:L,894,0,0,0,0
2023-09-14 02:34:12.315, [INFO],Still Outside
2023-09-14 02:34:12.879, [INFO],Still Outside
2023-09-14 02:34:13.23 , [INFO],Judge Storage:L,881,0,0,0,0
2023-09-14 02:34:13.442, [INFO],Still Outside
2023-09-14 02:34:14.5  , [INFO],Still Outside
2023-09-14 02:34:14.25 , [INFO],Judge Storage:L,826,0,0,0,0
2023-09-14 02:34:14.568, [INFO],Still Outside
2023-09-14 02:34:15.28 , [INFO],Judge Storage:L,810,0,0,0,0
2023-09-14 02:34:15.131, [INFO],Still Outside
2023-09-14 02:34:15.694, [INFO],Still Outside
2023-09-14 02:34:16.31 , [INFO],Judge Storage:L,809,0,0,0,0
2023-09-14 02:34:16.257, [INFO],Still Outside
2023-09-14 02:34:16.819, [INFO],Still Outside
2023-09-14 02:34:17.38 , [INFO],Judge Storage:L,738,0,0,0,0
2023-09-14 02:34:17.382, [INFO],Still Outside
2023-09-14 02:34:17.945, [INFO],Still Outside
2023-09-14 02:34:18.41 , [INFO],Judge Storage:L,651,0,0,0,0
2023-09-14 02:34:18.508, [INFO],Still Outside
2023-09-14 02:34:19.44 , [INFO],Judge Storage:L,619,0,0,0,0
2023-09-14 02:34:19.71 , [INFO],Still Outside
2023-09-14 02:34:19.633, [INFO],Still Outside
2023-09-14 02:34:20.46 , [INFO],Judge Storage:L,549,0,0,0,0
2023-09-14 02:34:21.52 , [INFO],Judge Storage:L,340,0,0,2,0
2023-09-14 02:34:22.69 , [INFO],Judge Storage:L,238,0,0,4,0
2023-09-14 02:34:23.74 , [INFO],Judge Storage:L,171,0,0,6,0
2023-09-14 02:34:24.82 , [INFO],Judge Storage:L,208,0,0,7,0
2023-09-14 02:34:25.88 , [INFO],Judge Storage:L,417,0,0,9,0
2023-09-14 02:34:26.94 , [INFO],Judge Storage:L,407,0,0,11,0
2023-09-14 02:34:27.104, [INFO],Judge Storage:L,405,0,0,13,0
2023-09-14 02:34:28.107, [INFO],Judge Storage:L,411,0,0,14,0
2023-09-14 02:34:29.111, [INFO],Judge Storage:L,415,0,0,16,0
2023-09-14 02:34:30.114, [INFO],Judge Storage:L,411,0,0,18,0
2023-09-14 02:34:31.117, [INFO],Judge Storage:L,411,0,0,20,0
2023-09-14 02:34:32.126, [INFO],Judge Storage:L,413,0,0,22,0
2023-09-14 02:34:33.134, [INFO],Judge Storage:L,412,0,0,23,0
2023-09-14 02:34:34.141, [INFO],Judge Storage:L,410,0,0,25,0
2023-09-14 02:34:35.146, [INFO],Judge Storage:L,409,0,0,27,0
2023-09-14 02:34:36.150, [INFO],Judge Storage:L,408,0,0,29,0
2023-09-14 02:34:37.158, [INFO],Judge Storage:L,415,0,0,31,0
2023-09-14 02:34:38.161, [INFO],Judge Storage:L,419,0,0,32,0
2023-09-14 02:34:39.165, [INFO],Judge Storage:L,427,0,0,34,0
2023-09-14 02:34:40.168, [INFO],Judge Storage:L,427,0,0,36,0
2023-09-14 02:34:41.172, [INFO],Judge Storage:L,424,0,0,38,0
2023-09-14 02:34:42.179, [INFO],Judge Storage:L,411,0,0,40,0
2023-09-14 02:34:43.182, [INFO],Judge Storage:L,425,0,0,41,0
2023-09-14 02:34:44.185, [INFO],Judge Storage:L,428,0,0,43,0
2023-09-14 02:34:45.188, [INFO],Judge Storage:L,425,0,0,45,0
2023-09-14 02:34:46.191, [INFO],Judge Storage:L,425,0,0,47,0
2023-09-14 02:34:47.198, [INFO],Judge Storage:L,413,0,0,48,0
2023-09-14 02:34:48.201, [INFO],Judge Storage:L,410,0,0,50,0
2023-09-14 02:34:49.204, [INFO],Judge Storage:L,399,0,0,52,0
2023-09-14 02:34:50.207, [INFO],Judge Storage:L,404,0,0,54,0
2023-09-14 02:34:51.209, [INFO],Judge Storage:L,407,0,0,56,0
2023-09-14 02:34:52.218, [INFO],Judge Storage:L,405,0,0,57,0
2023-09-14 02:34:52.588, [INFO],Judge Storage:L,402,0,0,59,0
2023-09-14 02:34:53.591, [INFO],Judge Storage:L,401,0,0,61,0
2023-09-14 02:34:54.594, [INFO],Judge Storage:L,400,0,0,63,0
2023-09-14 02:34:55.596, [INFO],Judge Storage:L,406,0,0,65,0
2023-09-14 02:34:56.603, [INFO],Judge Storage:L,406,0,0,66,0
2023-09-14 02:34:57.606, [INFO],Judge Storage:L,405,0,0,68,0
2023-09-14 02:34:58.609, [INFO],Judge Storage:L,400,0,0,70,0
2023-09-14 02:34:59.612, [INFO],Judge Storage:L,230,0,0,72,0
2023-09-14 02:35:00.614, [INFO],Judge Storage:L,343,0,0,73,0
2023-09-14 02:35:01.622, [INFO],Judge Storage:L,309,0,0,75,0
2023-09-14 02:35:02.625, [INFO],Judge Storage:L,319,0,0,77,0
2023-09-14 02:35:03.627, [INFO],Judge Storage:L,255,0,0,79,0
2023-09-14 02:35:04.630, [INFO],Judge Storage:L,304,0,0,81,0
2023-09-14 02:35:05.633, [INFO],Judge Storage:L,397,0,0,82,0
2023-09-14 02:35:06.641, [INFO],Judge Storage:L,410,0,0,84,0
2023-09-14 02:35:07.644, [INFO],Judge Storage:L,325,0,0,86,0
2023-09-14 02:35:08.646, [INFO],Judge Storage:L,398,0,0,88,0
2023-09-14 02:35:09.649, [INFO],Judge Storage:L,399,0,0,90,0
2023-09-14 02:35:10.652, [INFO],Judge Storage:L,392,0,0,91,0
2023-09-14 02:35:11.659, [INFO],Judge Storage:L,224,0,0,93,0
2023-09-14 02:35:12.662, [INFO],Judge Storage:L,273,0,0,95,0
2023-09-14 02:35:13.664, [INFO],Judge Storage:L,278,0,0,97,0
2023-09-14 02:35:14.667, [INFO],Judge Storage:L,287,0,0,99,0
2023-09-14 02:35:15.669, [INFO],Judge Storage:L,287,0,0,100,0
2023-09-14 02:35:16.677, [INFO],Judge Storage:L,343,0,0,102,0
2023-09-14 02:35:17.679, [INFO],Judge Storage:L,340,0,0,104,0
2023-09-14 02:35:18.682, [INFO],Judge Storage:L,337,0,0,106,0
2023-09-14 02:35:19.684, [INFO],Judge Storage:L,208,0,0,107,0
2023-09-14 02:35:20.687, [INFO],Judge Storage:L,221,0,0,109,0
2023-09-14 02:35:21.696, [INFO],Judge Storage:L,257,0,0,111,0
2023-09-14 02:35:22.699, [INFO],Judge Storage:L,295,0,0,113,0
2023-09-14 02:35:23.702, [INFO],Judge Storage:L,267,0,0,115,0
2023-09-14 02:35:24.704, [INFO],Judge Storage:L,260,0,0,116,0
2023-09-14 02:35:25.708, [INFO],Judge Storage:L,257,0,0,118,0
2023-09-14 02:35:26.715, [INFO],Judge Storage:L,257,0,0,120,0
2023-09-14 02:35:27.717, [INFO],Judge Storage:L,243,0,0,122,0
2023-09-14 02:35:28.719, [INFO],Judge Storage:L,251,0,0,124,0
2023-09-14 02:35:29.722, [INFO],Judge Storage:L,240,0,0,125,0
2023-09-14 02:35:30.724, [INFO],Judge Storage:L,245,0,0,127,0
2023-09-14 02:35:31.731, [INFO],Judge Storage:L,239,0,0,129,0
2023-09-14 02:35:32.733, [INFO],Judge Storage:L,256,0,0,131,0
2023-09-14 02:35:33.735, [INFO],Judge Storage:L,198,0,0,132,0
2023-09-14 02:35:34.738, [INFO],Judge Storage:L,214,0,0,134,0
2023-09-14 02:35:35.740, [INFO],Judge Storage:L,335,0,0,136,0
2023-09-14 02:35:36.748, [INFO],Judge Storage:L,352,0,0,138,0
2023-09-14 02:35:37.750, [INFO],Judge Storage:L,389,0,0,140,0
2023-09-14 02:35:38.753, [INFO],Judge Storage:L,383,0,0,141,0
2023-09-14 02:35:39.755, [INFO],Judge Storage:L,383,0,0,143,0
2023-09-14 02:35:40.758, [INFO],Judge Storage:L,383,0,0,145,0
2023-09-14 02:35:41.765, [INFO],Judge Storage:L,387,0,0,147,0
2023-09-14 02:35:42.767, [INFO],Judge Storage:L,389,0,0,149,0
2023-09-14 02:35:43.770, [INFO],Judge Storage:L,388,0,0,150,0
2023-09-14 02:35:44.772, [INFO],Judge Storage:L,387,0,0,152,0
2023-09-14 02:35:45.775, [INFO],Judge Storage:L,377,0,0,154,0
2023-09-14 02:35:46.782, [INFO],Judge Storage:L,355,0,0,156,0
2023-09-14 02:35:47.785, [INFO],Judge Storage:L,331,0,0,158,0
2023-09-14 02:35:48.787, [INFO],Judge Storage:L,327,0,0,159,0
2023-09-14 02:35:49.790, [INFO],Judge Storage:L,322,0,0,161,0
2023-09-14 02:35:50.792, [INFO],Judge Storage:L,341,0,0,163,0
2023-09-14 02:35:51.800, [INFO],Judge Storage:L,340,0,0,165,0
2023-09-14 02:35:52.802, [INFO],Judge Storage:L,336,0,0,166,0
2023-09-14 02:35:53.804, [INFO],Judge Storage:L,335,0,0,168,0
2023-09-14 02:35:54.807, [INFO],Judge Storage:L,338,0,0,170,0
2023-09-14 02:35:55.809, [INFO],Judge Storage:L,337,0,0,172,0
2023-09-14 02:35:56.818, [INFO],Judge Storage:L,341,0,0,174,0
2023-09-14 02:35:57.821, [INFO],Judge Storage:L,346,0,0,175,0
2023-09-14 02:35:58.823, [INFO],Judge Storage:L,349,0,0,177,0
2023-09-14 02:35:59.826, [INFO],Judge Storage:L,344,0,0,179,0
2023-09-14 02:36:00.829, [INFO],Judge Storage:L,343,0,0,181,0
2023-09-14 02:36:01.838, [INFO],Judge Storage:L,344,0,0,183,0
2023-09-14 02:36:02.840, [INFO],Judge Storage:L,345,0,0,184,0
2023-09-14 02:36:03.843, [INFO],Judge Storage:L,342,0,0,186,0
2023-09-14 02:36:04.846, [INFO],Judge Storage:L,340,0,0,188,0
2023-09-14 02:36:05.848, [INFO],Judge Storage:L,354,0,0,190,0
2023-09-14 02:36:06.856, [INFO],Judge Storage:L,364,0,0,192,0
2023-09-14 02:36:07.859, [INFO],Judge Storage:L,363,0,0,193,0
2023-09-14 02:36:08.861, [INFO],Judge Storage:L,349,0,0,195,0
2023-09-14 02:36:09.864, [INFO],Judge Storage:L,346,0,0,197,0
2023-09-14 02:36:10.866, [INFO],Judge Storage:L,344,0,0,199,0
2023-09-14 02:36:11.875, [INFO],Judge Storage:L,287,0,0,200,0
2023-09-14 02:36:12.877, [INFO],Judge Storage:L,316,0,0,202,0
2023-09-14 02:36:13.880, [INFO],Judge Storage:L,317,0,0,204,0
2023-09-14 02:36:14.882, [INFO],Judge Storage:L,310,0,0,206,0
2023-09-14 02:36:15.885, [INFO],Judge Storage:L,312,0,0,208,0
2023-09-14 02:36:16.892, [INFO],Judge Storage:L,302,0,0,209,0
2023-09-14 02:36:17.895, [INFO],Judge Storage:L,302,0,0,211,0
2023-09-14 02:36:18.897, [INFO],Judge Storage:L,316,0,0,213,0
2023-09-14 02:36:19.900, [INFO],Judge Storage:L,302,0,0,215,0
2023-09-14 02:36:20.902, [INFO],Judge Storage:L,295,0,0,217,0
2023-09-14 02:36:21.910, [INFO],Judge Storage:L,305,0,0,218,0
2023-09-14 02:36:22.912, [INFO],Judge Storage:L,267,0,0,220,0
2023-09-14 02:36:23.915, [INFO],Judge Storage:L,208,0,0,222,0
2023-09-14 02:36:24.918, [INFO],Judge Storage:L,342,0,0,224,0
2023-09-14 02:36:25.921, [INFO],Judge Storage:L,325,0,0,225,0
2023-09-14 02:36:26.931, [INFO],Judge Storage:L,326,0,0,227,0
2023-09-14 02:36:27.934, [INFO],Judge Storage:L,338,0,0,229,0
2023-09-14 02:36:28.936, [INFO],Judge Storage:L,339,0,0,231,0
2023-09-14 02:36:29.939, [INFO],Judge Storage:L,340,0,0,233,0
2023-09-14 02:36:30.942, [INFO],Judge Storage:L,341,0,0,234,0
2023-09-14 02:36:31.951, [INFO],Judge Storage:L,341,0,0,236,0
2023-09-14 02:36:32.954, [INFO],Judge Storage:L,341,0,0,238,0
2023-09-14 02:36:33.956, [INFO],Judge Storage:L,335,0,0,240,0
2023-09-14 02:36:34.959, [INFO],Judge Storage:L,341,0,0,242,0
2023-09-14 02:36:35.961, [INFO],Judge Storage:L,343,0,0,243,0
2023-09-14 02:36:36.970, [INFO],Judge Storage:L,345,0,0,245,0
2023-09-14 02:36:37.972, [INFO],Judge Storage:L,344,0,0,247,0
2023-09-14 02:36:38.975, [INFO],Judge Storage:L,343,0,0,249,0
2023-09-14 02:36:39.977, [INFO],Judge Storage:L,335,0,0,251,0
2023-09-14 02:36:40.980, [INFO],Judge Storage:L,336,0,0,252,0
2023-09-14 02:36:41.987, [INFO],Judge Storage:L,343,0,0,254,0
2023-09-14 02:36:42.990, [INFO],Judge Storage:L,246,0,0,256,0
2023-09-14 02:36:43.993, [INFO],Judge Storage:L,344,0,0,258,0
2023-09-14 02:36:44.995, [INFO],Judge Storage:L,234,0,0,259,0
2023-09-14 02:36:45.997, [INFO],Judge Storage:L,340,0,0,261,0
2023-09-14 02:36:47.4  , [INFO],Judge Storage:L,344,0,0,263,0
2023-09-14 02:36:48.7  , [INFO],Judge Storage:L,342,0,0,265,0
2023-09-14 02:36:49.10 , [INFO],Judge Storage:L,344,0,0,267,0
2023-09-14 02:36:50.12 , [INFO],Judge Storage:L,344,0,0,268,0
2023-09-14 02:36:51.14 , [INFO],Judge Storage:L,344,0,0,270,0
2023-09-14 02:36:52.20 , [INFO],Judge Storage:L,337,0,0,272,0
2023-09-14 02:36:53.22 , [INFO],Judge Storage:L,336,0,0,274,0
2023-09-14 02:36:54.24 , [INFO],Judge Storage:L,336,0,0,276,0
2023-09-14 02:36:55.26 , [INFO],Judge Storage:L,335,0,0,277,0
2023-09-14 02:36:56.29 , [INFO],Judge Storage:L,359,0,0,279,0
2023-09-14 02:36:57.37 , [INFO],Judge Storage:L,346,0,0,281,0
2023-09-14 02:36:58.39 , [INFO],Judge Storage:L,346,0,0,283,0
2023-09-14 02:36:59.42 , [INFO],Judge Storage:L,350,0,0,285,0
2023-09-14 02:37:00.44 , [INFO],Judge Storage:L,353,0,0,286,0
2023-09-14 02:37:01.46 , [INFO],Judge Storage:L,299,0,0,288,0
2023-09-14 02:37:02.55 , [INFO],Judge Storage:L,342,0,0,290,0
2023-09-14 02:37:03.57 , [INFO],Judge Storage:L,398,0,0,292,0
2023-09-14 02:37:04.60 , [INFO],Judge Storage:L,344,0,0,293,0
2023-09-14 02:37:05.62 , [INFO],Judge Storage:L,284,0,0,295,0
2023-09-14 02:37:06.64 , [INFO],Judge Storage:L,186,0,0,297,0
2023-09-14 02:37:07.71 , [INFO],Judge Storage:L,265,0,0,299,0
2023-09-14 02:37:08.73 , [INFO],Judge Storage:L,262,0,0,301,0
2023-09-14 02:37:09.76 , [INFO],Judge Storage:L,229,0,0,302,0
2023-09-14 02:37:10.78 , [INFO],Judge Storage:L,237,0,0,304,0
2023-09-14 02:37:11.81 , [INFO],Judge Storage:L,299,0,0,306,0
2023-09-14 02:37:12.88 , [INFO],Judge Storage:L,298,0,0,308,0
2023-09-14 02:37:13.91 , [INFO],Judge Storage:L,298,0,0,310,0
2023-09-14 02:37:14.93 , [INFO],Judge Storage:L,298,0,0,311,0
2023-09-14 02:37:15.96 , [INFO],Judge Storage:L,298,0,0,313,0
2023-09-14 02:37:16.98 , [INFO],Judge Storage:L,297,0,0,315,0
2023-09-14 02:37:17.107, [INFO],Judge Storage:L,298,0,0,317,0
2023-09-14 02:37:18.110, [INFO],Judge Storage:L,297,0,0,318,0
2023-09-14 02:37:19.112, [INFO],Judge Storage:L,298,0,0,320,0
2023-09-14 02:37:20.115, [INFO],Judge Storage:L,298,0,0,322,0
2023-09-14 02:37:21.118, [INFO],Judge Storage:L,300,0,0,324,0
2023-09-14 02:37:22.125, [INFO],Judge Storage:L,300,0,0,326,0
2023-09-14 02:37:23.128, [INFO],Judge Storage:L,300,0,0,327,0
2023-09-14 02:37:24.130, [INFO],Judge Storage:L,300,0,0,329,0
2023-09-14 02:37:25.133, [INFO],Judge Storage:L,300,0,0,331,0
